"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"HGrid: A Data Model for Large Geospatial Data Sets in HBase","D. Han; E. Stroulia","Dept. of Comput. Sci., Univ. of Alberta, Edmonton, AB, Canada; Dept. of Comput. Sci., Univ. of Alberta, Edmonton, AB, Canada","2013 IEEE Sixth International Conference on Cloud Computing","17 Feb 2014","2013","","","910","917","Cloud-based infrastructures enable applications to collect and analyze massive amounts of data. Whether these applications are newly developed or they are being evolved from existing RDBMS-based implementations, NoSQL databases offer an attractive platform with which to address this challenge. However, developers find it difficult to effectively manage data in NoSQL databases, because these platforms do not offer much support for data organization. Since poor data organization may abuse the features of the NoSQL database and result in unsatisfactory performance, developing a systematic method for NoSQL database data-schema design is a timely and important problem. In this paper, we focus on geospatial applications, as a family of big-data systems with distinct data types and usage patterns, in need of scalability. We propose the HGrid data model for HBase, based on a hybrid index structure, combining a quad-tree and a regular grid as primary and secondary indices correspondingly. We have comparatively evaluated the performance of HGrid with uniform and skewed data, against two other data models based on quad-tree and regular-grid indices. Our results demonstrate that HGrid scales well and supports efficient performance for range and k-nearest neighbor queries. Although this model does not outperform all its competitors in terms of query response time, it is more flexible for discontinuous and skewed space, and its index requires less space than the corresponding quad-tree and regular-grid indices, which makes its deployment possible with less resources. Through this study, we also formulate a set of guidelines on how to organize data for geospatial applications in HBase.","2159-6190","978-0-7695-5028-2","10.1109/CLOUD.2013.78","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6740243","Data Model;Data Schema;Geospatial Data Set;HBase;Coprocessor","Data models;Indexes;Tiles;Geospatial analysis;Coprocessors;Organizations","Big Data;cloud computing;data analysis;data models;database indexing;grid computing;quadtrees;query processing;relational databases;visual databases","data types;usage patterns;HGrid data model;hybrid index structure;quad-tree;regular grid;uniform data;skewed data;k-nearest neighbor queries;query response time;big-data systems;geospatial application;NoSQL database data-schema design;data organization;data management;RDBMS-based implementation;data analysis;data collection;cloud-based infrastructures;HBase;large geospatial data sets","","24","","15","","17 Feb 2014","","","IEEE","IEEE Conferences"
"SQL versus NoSQL databases for geospatial applications","E. Baralis; A. Dalla Valle; P. Garza; C. Rossi; F. Scullino","Dipartimento di Automatica e Informatica, Politecnico di Torino, Torino, Italy; Dipartimento di Automatica e Informatica, Politecnico di Torino, Torino, Italy; Dipartimento di Automatica e Informatica, Politecnico di Torino, Torino, Italy; Microsoft Innovation Center, Istituto Superiore Mario Boella (ISMB); Microsoft Innovation Center, Istituto Superiore Mario Boella (ISMB)","2017 IEEE International Conference on Big Data (Big Data)","15 Jan 2018","2017","","","3388","3397","In the last years, we are witnessing an increasing availability of geolocated data, ranging from satellite images to user generated content (e.g., tweets). This big amount of data is exploited by several cloud-based applications to deliver effective and customized services to end users. In order to provide a good user experience, a low-latency response time is needed, both when data are retrieved and provided. To achieve this goal, current geospatial applications need to exploit efficient and scalable geospatial databases, the choice of which has a high impact on the overall performance of the deployed applications. In this paper, we compare, from a qualitative point of view, four state-of-the-art SQL and NoSQL databases with geospatial features, and then we analyze the performances of two of them, selecting the ones based on the Database-as-a-service (DBaaS) model: Azure SQL Database and Azure DocumentDB (i.e., an SQL database versus a NoSQL one). The empirical evaluation shows pros and cons of both solutions and it is performed on a real use case related to an emergency management application.","","978-1-5386-2715-0","10.1109/BigData.2017.8258324","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8258324","Big Geospatial data;Geospatial databases;Database-as-a-service (DBaaS)","Geospatial analysis;Spatial databases;Servers;NoSQL databases;Relational databases;Standards","cloud computing;geographic information systems;NoSQL databases;SQL","geolocated data;satellite images;tweets;low-latency response time;NoSQL databases;geospatial features;Database-as-a-service;Azure SQL Database;emergency management application;user experience;geospatial applications;geospatial databases;Azure DocumentDB;cloud-based applications","","5","","25","","15 Jan 2018","","","IEEE","IEEE Conferences"
"Efficient Online Sharing of Geospatial Big Data Using NoSQL XML Databases","P. Amirian; A. Basiri; A. Winstanley","Comput. Sci. Dept., Nat. Univ. of Ireland, Maynooth, Ireland; Comput. Sci. Dept., Nat. Univ. of Ireland, Maynooth, Ireland; Comput. Sci. Dept., Nat. Univ. of Ireland, Maynooth, Ireland","2013 Fourth International Conference on Computing for Geospatial Research and Application","19 Sep 2013","2013","","","152","152","Summary form only given: Today a huge amount of geospatial data is being created, collected and used more than ever before. The ever increasing observations and measurements of geo-sensor networks, satellite imageries, point clouds from laser scanning, geospatial data of Location Based Services (LBS) and location-based social networks has become a serious challenge for data management and analysis systems. Traditionally, Relational Database Management Systems (RDBMS) were used to manage and to some extent analyze the geospatial data. Nowadays these systems can be used in many scenarios but there are some situations when using these systems may not provide the required efficiency and effectiveness. More specifically when the geospatial data has high volume, high frequency of change (in both data content and data structure) and variety of structures, the conventional data storage systems cannot provide needed efficiency in online systems in terms of performance and scalability. In these situations, NoSQL solutions can provide the efficiency necessary for applications using geospatial data. This paper provides an overview of the characteristics of geospatial big data, possible solutions for managing and processing them. Then the paper provides an overview of the major types of NoSQL solutions, their advantages and disadvantages and the challenges they present in managing geospatial big data. Then the paper elaborates on serving geospatial data using standard geospatial web services with a NoSQL XML database as a backend.","","978-0-7695-5012-1","10.1109/COMGEO.2013.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6602065","Geospatial Big Data;NoSQL;Interoperability","Geospatial analysis;Data storage systems;Information management;Data handling;XML;Databases","data analysis;data structures;relational databases;social networking (online);visual databases;Web services;XML","online sharing;geospatial big data;NoSQL XML databases;geo-sensor networks;satellite imageries;point clouds;laser scanning;location based services;LBS;location-based social networks;data management;relational database management systems;RDMS;data content;data structure;data storage systems;standard geospatial Web services;data analysis systems","","3","","","","19 Sep 2013","","","IEEE","IEEE Conferences"
"HydroCloud: A Cloud-Based System for Hydrologic Data Integration and Analysis","M. P. McGuire; M. C. Roberge; J. Lian","Dept. of Comput. & Inf. Sci., Towson Univ., Towson, MD, USA; Dept. of Geogr. & Environ. Planning, Towson Univ., Towson, MD, USA; Dept. of Comput. & Inf. Sci., Towson Univ., Towson, MD, USA","2014 Fifth International Conference on Computing for Geospatial Research and Application","25 Sep 2014","2014","","","9","16","The analysis of rainfall and runoff to characterize watershed response to storm events is a critical area of hydrologic research. A wealth of data exists to perform this analysis, but it is not easily accessible in a central location. The United States Geological Survey currently collects stream flow data for approximately 12,000 watersheds in the United States. The National Oceanic and Atmospheric Administration produces the spatially-distributed NEXRAD precipitation data, which can be used to estimate rainfall over an entire watershed. While the data is plentiful, it has yet to be integrated in a single system where hydrologists can easily explore the pattern of rainfall and runoff to assess watershed response. In this paper, we present the HydroCloud system, a novel system which uses cloud-based technology for integrating, storing, and exploring hydrologic data and demonstrate its utility in the analysis of watersheds.","","978-1-4799-4321-0","10.1109/COM.Geo.2014.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6910111","Hydrology;Data Integration;Cloud-based Systems;Document Database;NoSQL;NEXRAD Precipitation;Stream Flow","Web services;Time series analysis;Data warehouses;Distributed databases;Data mining;Loading","cloud computing;data analysis;data integration;geology;hydrology;rain","HydroCloud;cloud-based system;hydrologic data integration;data analysis;rainfall;runoff;watershed response;hydrologic research;United States Geological Survey;National Oceanic and Atmospheric Administration;NEXRAD precipitation data;cloud-based technology","","5","","24","","25 Sep 2014","","","IEEE","IEEE Conferences"
"Efficient Encoding and Decoding Extended Geocodes for Massive Point Cloud Data","T. Kim; K. -S. Kim; J. Lee; A. Matono; K. -J. Li","Department of Computer Science, Pusan National University, Pusan, South Korea; Artificial Intelligence Research Center (AIRC), National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan; Artificial Intelligence Research Center (AIRC), National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan; Artificial Intelligence Research Center (AIRC), National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan; Department of Computer Science, Pusan National University, Pusan, South Korea","2019 IEEE International Conference on Big Data and Smart Computing (BigComp)","4 Apr 2019","2019","","","1","8","With the development of mobile surveying and mapping technologies, point cloud data has been emerging in a variety of applications including robot navigation, self-driving drones/vehicles, and three-dimensional (3D) urban space modeling. In addition, there is an increasing demand for the database management system to share and reuse point cloud data, unlike being treated as archive files in the traditional uses and applications. However, database scalability needs to be explored to process and manage a massive volume of point cloud data defined by a 3D (X, Y, and Z) coordinates system. The typical approach to handle big data and distribute it across multiple nodes is data partitioning. Geohashing is a popular way to convert a latitude/longitude spatial point into a code/string and has used for storing data into buckets of the grid. Many methods of handling big geospatial data, especially NoSQL databases, are based on the geohashing techniques. In this paper, we propose an efficient method to encode/decode 3D point cloud in a Discrete Global Grid System (DGGS) that represents the Earth as hierarchical sequences of equal area/volume tessellations, similar to geohash. The current geohash of base36 has the difficulties of working with high-resolution 3D point clouds for data storage, filter, integration, and analytics because of its limitation of cell size and unequal areas. We employ DGGS-based Morton codes with more than 64 bits for precise 3D coordinates of point cloud and compare the encoding/decoding performance between two implementations: using strings and using the combination of bit interleaving and lookup tables.","2375-9356","978-1-5386-7789-6","10.1109/BIGCOMP.2019.8679177","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8679177","Big data management;3D point cloud;Discrete Global Grid System;Morton order","Three-dimensional displays;Geospatial analysis;Face;Earth;Laser radar;Encoding;Databases","Big Data;cloud computing;computational geometry;data analysis;database management systems;decoding;encoding;file organisation;geographic information systems;geophysics computing;mobile robots;public domain software;solid modelling;table lookup","massive point cloud data;three-dimensional urban space modeling;database management system;big data;data partitioning;latitude/longitude spatial point;big geospatial data;encode/decode 3D;high-resolution 3D point clouds;NoSQL databases;geohashing technique;discrete global grid system;data storage;data filter;data integration;data analytics;lookup tables","","","","21","","4 Apr 2019","","","IEEE","IEEE Conferences"
"Cost-Effective Strategies for Provisioning NoSQL Storage Services in Support for Industry 4.0","I. M. A. Jawarneh; P. Bellavista; F. Casimiro; A. Corradi; L. Foschini","DISI, University of Bologna, Bologna, Italy; DISI, University of Bologna, Bologna, Italy; DISI, University of Bologna, Bologna, Italy; DISI, University of Bologna, Bologna, Italy; DISI, University of Bologna, Bologna, Italy","2018 IEEE Symposium on Computers and Communications (ISCC)","18 Nov 2018","2018","","","01227","01232","The advancement of networking and sensor-enabled devices have motivated the emergence of unprecedented initiatives, including Industry 4.0 and smart cities. Those are entwined in a way that makes their operation duly interconnected. Industry 4.0 will sooner become the biggest consumer of smart city big data. That data is geo-referenced, and its storage and processing need spatial-awareness, which is currently absent within the constellation of biggest big data management players of the market. We aim to fill this gap by providing spatial-aware big data management strategies in support for Industry 4.0 main principles. Our experimental results show that our strategies outperform those of state-of-the-art by orders of magnitude.","1530-1346","978-1-5386-6950-1","10.1109/ISCC.2018.8538616","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8538616","Spatial data;Industry 4.0;NoSQL;Big Data;Smart City;Geohash;Spatial Partition","Big Data;Query processing;Geospatial analysis;Smart cities;Spatial databases;Quality of service","Big Data;NoSQL databases;sensors;smart cities","cost-effective strategies;provisioning NoSQL storage services;sensor-enabled devices;networking devices;Industry 4.0;spatial-aware Big Data management strategies;smart city Big Data","","4","","20","","18 Nov 2018","","","IEEE","IEEE Conferences"
"Document-Oriented Geospatial Data Warehouse: An Experimental Evaluation of SOLAP Queries","M. Ferro; R. Fragoso; R. Fidalgo",Federal University of Pernambuco; Federal University of Pernambuco; Federal University of Pernambuco,"2019 IEEE 21st Conference on Business Informatics (CBI)","22 Aug 2019","2019","01","","47","56","Geospatial Data Warehouse (GDW) is a repository of historical and geospatial data used in the decision-making process. This kind of system manages large volumes of data and supports Spatial On-Line Analytical Processing (SOLAP) queries. The use of NoSQL databases in the construction of GDW is still an unexplored topic, even though NoSQL databases present good performance and high scalability with low-cost hardware. In this context, we seek to identify the level of redundancy of geospatial data in Document-Oriented GDW (DGDW) that reduces the storage cost and increases the performance of SOLAP queries. Using the MongoDB database, we exhaustively define and investigate nine DGDW schemas, which have different levels of geospatial data redundancy in their dimensions. We performed an experimental evaluation of these schemas in a cluster structure, to analyze the data volume and the runtime of seven queries which simulate SOLAP operations in geospatial fields with different levels of redundancy and selectivity. Our experimental results indicate that the normalization of low-selectivity geospatial fields and the denormalization of high-selectivity geospatial fields are good strategies to reduce the storage cost and improve the performance of SOLAP queries. The results of our experimental evaluation are an important contribution because they can be used as a guide for construction of DGDW.","2378-1971","978-1-7281-0650-2","10.1109/CBI.2019.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8808080","Geospatial Data Warehouse;Big Data;NoSQL;Experimental Evaluation","Geospatial analysis;Unified modeling language;Redundancy;NoSQL databases;Data warehouses;Informatics","data mining;data warehouses;decision making;geographic information systems;query processing;visual databases","NoSQL databases;low-cost hardware;storage cost;SOLAP queries;MongoDB database;DGDW schemas;geospatial data redundancy;data volume;SOLAP operations;low-selectivity geospatial fields;high-selectivity geospatial fields;decision-making process;document-oriented geospatial data warehouse;document-oriented GDW;online analytical processing queries","","","","30","","22 Aug 2019","","","IEEE","IEEE Conferences"
"Software service architecture to access weather data using RESTful web services","R. Ramanathan; T. Korte","Department of Electrical Engineering and Computer Science, Ostwestfalen-Lippe, University of Applied Sciences, 32657 Lemgo, Germany; Department of Electrical Engineering and Computer Science, Ostwestfalen-Lippe, University of Applied Sciences, 32657 Lemgo, Germany","Fifth International Conference on Computing, Communications and Networking Technologies (ICCCNT)","20 Nov 2014","2014","","","1","8","The field of application where sensors are used is expanding extensively fast. The ease of using these sensors is increasing as much as their variety. Generally, sensors provide information about various aspects of the real world. Sensors are used for gathering environmental information such as changes in temperature, air pressure, water quality. Sensors are also used widely in diagnosing automobiles, traffic patterns, health care and disaster management. The important task is to analyze the large amount of multidimensional data generated by diverse sensors and interoperability among various system which handles such complex data. These sensors are distributed geographically and these sensor networks do not take context information into account due to which they provide heterogeneous interfaces to access the data. To handle these issues we need to give greater importance to the interoperability of the data acquired from heterogeneous and distributed network of sensors. In this paper, we are going to propose an architecture using which the sensor data can be exposed as a service over the web. Our architecture will also take the user location into account in order to provide weather data from the nearest available sensors. We are going to use RESTful web services as it is simple, reliable and easily scalable. We are also going to use a document oriented NoSQL database. This paper also provides a detailed analysis and comparison between RESTful web services and WSDL/SOAP based web services.","","978-1-4799-2696-1","10.1109/ICCCNT.2014.6963122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6963122","SOA;Webservices;SOAP;REST;NoSQL;JSON;Service Oriented Architecture;GeoSpatial Application","Simple object access protocol;Service-oriented architecture;Sensors;Computer architecture;Meteorology;XML","geophysics computing;meteorology;open systems;service-oriented architecture;Web services","software service architecture;weather data;RESTful Web services;environmental information;temperature changes;air pressure;water quality;automobiles;traffic patterns;health care;disaster management;multidimensional data;interoperability;document oriented NoSQL database;WSDL-SOAP based Web services","","3","","21","","20 Nov 2014","","","IEEE","IEEE Conferences"
"BigGIS: How big data can shape next-generation GIS","P. Yue; L. Jiang","State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, China","2014 The Third International Conference on Agro-Geoinformatics","29 Sep 2014","2014","","","1","6","The emergence of the “Big Data” concept is changing the way data are managed and analyzed. Traditional GIS software is limited in dealing with big data challenges including versatile data forms, steaming processing, large scale parallel computing, and dynamic mapping and visualization. Significant improvement is needed, which can result in next generation GIS. This paper gives an overview of recent methods in supporting big data management and analysis in geospatial domain. First, it motivates the necessity to develop and use the bigdata-aware GIS software. By reviewing advanced information technologies and approaches, it can assess what operational system framework and approaches are available and applicable in developing bigdata-enabled next-generation GIS - BigGIS. Key considerations for development of BigGIS are highlighted. The results can help identify critical issues and direct future research agenda for next-generation GIS.","","978-1-4799-4157-5","10.1109/Agro-Geoinformatics.2014.6910649","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6910649","Big Data;GIS;High Performance Computing;Steam Processing;NoSQL","Big data;Data visualization;Data models;Geospatial analysis;Parallel processing;Sensors","data analysis;data visualisation;geographic information systems;parallel processing","BigGIS;next-generation GIS;big data concept;GIS software;versatile data forms;steaming processing;large scale parallel computing;dynamic mapping and visualization;geospatial domain;component-based GIS;high performance computing;geographical information system","","10","","35","","29 Sep 2014","","","IEEE","IEEE Conferences"
"An adaptive hierarchical caching scheme for remotely sensed database","Y. Zhong; J. Han; J. Fang","Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China","2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS","27 Jan 2014","2013","","","604","607","With the rapid growth of users and data volume, the state-of-the-art remotely sensed databases have been posed on grand challenges by the online geospatial applications. They cannot provide low-latency retrieval of big remotely sensed data and fail to adapt for various access patterns from concurrent users. We propose an adaptive hierarchical caching scheme called RSCache for remotely sensed database to overcome the deficiencies. The big data are split into large amounts of small tiles and stored as key-value objects in NoSQL database with Hilbert order. Moreover, a distributed object placement model is designed for different access patterns with consideration of spatio-temporal proximity. Besides, RSCache forms a large memory cache by collecting the exclusive memory pools allocated by cluster nodes and provides global unified view of data manipulation from application's perspective. We implement RSCache middleware prototype on scale-out HBase cluster and confirm its effectiveness with comprehensive experiments in real applications.","2153-7003","978-1-4799-1114-1","10.1109/IGARSS.2013.6721229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6721229","distributed caching model;remotely sensed database;geospatial application;HBase;Cloud platform","Tiles;Geospatial analysis;Remote sensing;Distributed databases;Middleware;Data models","cache storage;database management systems;remote sensing;SQL","cluster nodes;RSCache;spatio-temporal proximity;distributed object placement model;remotely sensed database;adaptive hierarchical caching scheme","","1","","5","","27 Jan 2014","","","IEEE","IEEE Conferences"
"VegaIndexer: A Distributed composite index scheme for big spatio-temporal sensor data on cloud","Y. Zhong; J. Fang; X. Zhao","Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China","2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS","27 Jan 2014","2013","","","1713","1716","With the prevalence of data-intensive geospatial applications, massive spatio-temporal sensor data are obtained and the big data have posed grand challenges on existing index methods based on spatial databases due to their intrinsic poor scalability and retrieval efficiency. Motivated by the deficiencies, in this paper, we propose a distributed composite spatio-temporal index scheme called VegaIndexer for efficiently answering queries from large collections of space-time sensor data. Firstly, we present a distributed spatio-temporal indexing architecture based on cloud platform which consists of global index and local index. Moreover, we propose Multi-version Distributed enhanced R<sup>+</sup> (MDR<sup>+</sup>) tree algorithm for accelerating data retrieval and spatio-temporal query efficiency. Furthermore, we design a MapReduce-based parallel processing approach of batch constructing indices for big spatiotemporal sensor data. In addition, we implement VegaIndexer middleware on top of the leading cloud platform, i.e., Hadoop and associated NoSQL database. The experimental experiments show that VegaIndexer outperforms the index methods of typical spatial databases.","2153-7003","978-1-4799-1114-1","10.1109/IGARSS.2013.6723126","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6723126","Spatio-temporal index;big data management;WebGIS;spatial cloud computing;Internet of Things","Indexes;Distributed databases;Computer architecture;Real-time systems;Geospatial analysis;Spatial databases;Acceleration","cloud computing;database indexing;geophysical image processing;middleware;parallel programming;query processing;spatiotemporal phenomena;visual databases","distributed composite index scheme;big spatio-temporal sensor data;data-intensive geospatial applications;massive spatiotemporal sensor data;index methods;spatial databases;poor scalability;retrieval efficiency;spatiotemporal index scheme;queries;space-time sensor data;cloud platform;global index;local index;Multi-version Distributed enhanced R+;MDR+ tree algorithm;data retrieval;MapReduce-based parallel processing approach;batch constructing indices;big spatiotemporal sensor data;VegaIndexer middleware;Hadoop;associated NoSQL database","","8","","8","","27 Jan 2014","","","IEEE","IEEE Conferences"
"On the Application and Performance of MongoDB for Climate Satellite Data","P. Ameri; U. Grabowski; J. Meyer; A. Streit","Steinbuch Centre for Comput., Karlsruhe Inst. of Technol., Eggenstein, Germany; Inst. for Meteorol. & Climate Res.-Atmos. Trace Gases & Remote Sensing, Karlsruhe Institue of Technol. (KIT), Eggenstein, Germany; Steinbuch Centre for Comput., Karlsruhe Inst. of Technol., Eggenstein, Germany; Steinbuch Centre for Comput., Karlsruhe Inst. of Technol., Eggenstein, Germany","2014 IEEE 13th International Conference on Trust, Security and Privacy in Computing and Communications","19 Jan 2015","2014","","","652","659","Analyses in climate research typically operate on large datasets stored in file hierarchies. However, e.g. Indexing, meta-data search and replication is challenging with this approach. A new approach is to store and index datasets in large, distributed databases. In order to demonstrate the performance improvement, we utilized the so-called general matching problem between measurements of two satellites that differ in orbits and measurement cycles. For comparison purpose the measurements are matched within a specified maximum spatial and time offset constraint. We describe the steps from a single-threaded approach using a SQL database to a multi-threaded approach using the NoSQL database MongoDB. The performance as well as limitations on CPU and I/O are evaluated and discussed for each approach. The performance has been improved up to a factor of 46 using 11 threads on a 12-core system.","2324-9013","978-1-4799-6513-7","10.1109/TrustCom.2014.84","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7011308","MongoDB;NoSQL;geospatial;performance;MySQL","Databases;Servers;Instruction sets;Meteorology;Atmospheric measurements;Satellites;Extraterrestrial measurements","artificial satellites;distributed databases;file organisation;geophysics computing;multi-threading;SQL","climate satellite data;file hierarchies;meta-data search;distributed databases;single-threaded approach;multithreaded approach;NoSQL database MongoDB","","10","","29","","19 Jan 2015","","","IEEE","IEEE Conferences"
"Big Data Management of Sea Surface Wind Data","F. R. Rodríguez; D. T. Villa; J. P. Cambero; D. J. Merino Fernández","Department of Computer Science and Telematic System Engineering, University of Extremadura, School of Technology, Cáceres, Spain; Department of Computer Science and Telematic System Engineering, University of Extremadura, School of Technology, Cáceres, Spain; Department of Computer Science and Telematic System Engineering, University of Extremadura, School of Technology, Cáceres, Spain; Department of Computer Science and Telematic System Engineering, University of Extremadura, School of Technology, Cáceres, Spain","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","990","993","Global wind data are increasingly used in many applications and research fields because it provides global coverage of ocean surface winds with an unprecedented view, and data are available at a sufficiently large spatial scale and high temporal resolution. NoSQL databases are increasingly used in Big Data applications due to its simplicity and flexibility of the data models design, the effectiveness of recoveries, the control over the system availability, and their horizontal scaling. Thus, the integration of heterogeneous data sources in only one NoSQL database repository, to select and recover diverse regions of interest of geospatial wind data, to analyze them via Data Mining applications, and to visualized their results, are the main objectives of this work.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8519604","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519604","Geospatial Big Data;Wind data;Geospatial Data Mining;Geospatial data Integration;NoSQL databases","NoSQL databases;Sea surface;Geospatial analysis;Wind;Data mining;Data visualization","Big Data;data mining;data models;geographic information systems;oceanography;wind","Big Data management;sea surface wind Data;global wind data;global coverage;ocean surface winds;high temporal resolution;NoSQL databases;Big Data applications;horizontal scaling;heterogeneous data sources;NoSQL database repository;geospatial wind data;Data Mining applications","","1","","24","","4 Nov 2018","","","IEEE","IEEE Conferences"
"Next-generation geospatial-temporal information technologies for disaster management","C. M. Albrecht; B. Elmegreen; O. Gunawan; H. F. Hamann; L. J. Klein; S. Lu; F. Mariano; C. Siebenschuh; J. Schmude",NA; NA; NA; NA; NA; NA; NA; NA; NA,"IBM Journal of Research and Development","25 Feb 2020","2020","64","1/2","5:1","5:12","Traditional geographic information systems (GIS) have been disrupted by the emergence of Big Data in the form of geo-coded raster, vector, and time-series Internet-of-Things data. This article discusses the application of new scalable technologies that go far beyond relational databases and file-based storage on spinning disk or tape to incorporate both storage and processing data in the same platform. The roles of the Apache Hadoop Distributed File Systems and NoSQL key-value stores such as the Apache Hbase are discussed, along with indexing schemes that optimally support geospatial-temporal use. We highlight how this new approach can rapidly search multiple GIS data layers to obtain insights in the context of early warning, impact evaluation, response, and recovery to earthquake and wildfire disasters.","0018-8646","","10.1147/JRD.2020.2970903","IBM; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8977382","","Geospatial analysis;Satellites;Meteorology;Indexing;Earth;Next generation networking","","","","1","","50","IBM","31 Jan 2020","","","IBM","IBM Journals"
"A multidimensional data storage model for location based application on Hbase","C. Nitnaware; A. Khan","Department of Computer Technology, YCCE Nagpur (India); Department of Computer Technology, YCCC Nagpur (India)","2015 International Conference on Innovations in Information, Embedded and Communication Systems (ICIIECS)","13 Aug 2015","2015","","","1","5","In the recent years one of the database application challenge is to manage large amounts of terabytes of data which contains more and more complex data without sacrifying the real time querying requirements. Client server architecture is used mostly to develop specialized servers optimized to manage most of the database applications. Until recently, most of the organizations were using relational database management systems for their applications as data administration. But, as the data is consistently increasing, so RDBMs cannot handle growing amounts of terabytes of data, such applications require other kinds of databases such as NOSQL databases. A NoSQL (Not Only SQL) database is simple in design and can store terabytes of data with finer control over availability. NoSQL databases such as Hbase are widely used in big data and real-time applications. In Hbase, data is present in a collection of key-value pairs and each possible key is unique in the collection. we present the index structure using quad tree over Hbase which can insert large number of multidimensional data based on location and response time of nearest neighbor queries as lower than traditional Relational DBMS system.","","978-1-4799-6818-3","10.1109/ICIIECS.2015.7193237","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7193237","multidimensional data;key-value store;hbase;location based applications;Nosql database","Indexes;Conferences;Mobile communication;Servers;Geospatial analysis;Query processing","Big Data;query processing;relational databases;SQL","nearest neighbor queries;response time;multidimensional data;quad tree;key-value pairs;big data;Hbase;Not Only SQL database;NOSQL databases;RDBM;relational database management systems;specialized servers;client server architecture;real time querying requirements;database application challenge","","1","","21","","13 Aug 2015","","","IEEE","IEEE Conferences"
