Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Evaluating partitioning and bucketing strategies for Hive-based Big Data Warehousing systems","Journal of Big Data","","6","1","10.1186/s40537-019-0196-1","Eduarda CostaCarlos CostaMaribel Yasmina Santos","2019","http://link.springer.com/article/10.1186/s40537-019-0196-1","Article"
"Big Data Management: What to Keep from the Past to Face Future Challenges?","Data Science and Engineering","","2","4","10.1007/s41019-017-0043-3","G. Vargas-SolarJ. L. Zechinelli-MartiniJ. A. Espinosa-Oviedo","2017","http://link.springer.com/article/10.1007/s41019-017-0043-3","Article"
"Bio-inspired computation for big data fusion, storage, processing, learning and visualization: state of the art and future directions","Neural Computing and Applications","","","","10.1007/s00521-021-06332-9","Ana I. Torre-BastidaJosu Díaz-de-ArcayaEneko OsabaKhan MuhammadDavid CamachoJavier Del Ser","2021","http://link.springer.com/article/10.1007/s00521-021-06332-9","Article"
"Big Spatial Data Management for the Internet of Things: A Survey","Journal of Network and Systems Management","","28","4","10.1007/s10922-020-09549-6","Isam Mashhour Al JawarnehPaolo BellavistaAntonio CorradiLuca FoschiniRebecca Montanari","2020","http://link.springer.com/article/10.1007/s10922-020-09549-6","Article"
"Software-as-a-service (SaaS): perspectives and challenges","Science China Information Sciences","","57","5","10.1007/s11432-013-5050-z","WeiTek TsaiXiaoYing BaiYu Huang","2014","http://link.springer.com/article/10.1007/s11432-013-5050-z","Article"
"A survey of large-scale analytical query processing in MapReduce","The VLDB Journal","","23","3","10.1007/s00778-013-0319-9","Christos DoulkeridisKjetil Nørvåg","2014","http://link.springer.com/article/10.1007/s00778-013-0319-9","Article"
"Increasing the capacity for integration of automated test systems of electrotechnical products","Russian Electrical Engineering","","86","6","10.3103/S1068371215060036","S. V. BochkarevD. A. Popov","2015","http://link.springer.com/article/10.3103/S1068371215060036","Article"
"Ubiquitous Health Profile (UHPr): a big data curation platform for supporting health data interoperability","Computing","","102","11","10.1007/s00607-020-00837-2","Fahad Ahmed SattiTaqdir AliJamil HussainWajahat Ali KhanAsad Masood KhattakSungyoung Lee","2020","http://link.springer.com/article/10.1007/s00607-020-00837-2","Article"
"Weighted Moore–Penrose generalized matrix inverse: MySQL vs. Cassandra database storage system","Sādhanā","","41","8","10.1007/s12046-016-0523-6","Danijela MiloševićSelver PepićMuzafer SaračevićMilan Tasić","2016","http://link.springer.com/article/10.1007/s12046-016-0523-6","Article"
"BBoxDB: a distributed and highly available key-bounding-box-value store","Distributed and Parallel Databases","","38","2","10.1007/s10619-019-07275-w","Jan Kristof NidzwetzkiRalf Hartmut Güting","2020","http://link.springer.com/article/10.1007/s10619-019-07275-w","Article"
"Big Data Analytics: A Review on Theoretical Contributions and Tools Used in Literature","Global Journal of Flexible Systems Management","","18","3","10.1007/s40171-017-0159-3","Purva GroverArpan Kumar Kar","2017","http://link.springer.com/article/10.1007/s40171-017-0159-3","Article"
"HGeoHashBase: an optimized storage model of spatial objects for location-based services","Frontiers of Computer Science","","14","1","10.1007/s11704-018-7030-3","Jingwei ZhangChao YangQing YangYuming LinYanchun Zhang","2020","http://link.springer.com/article/10.1007/s11704-018-7030-3","Article"
"A survey of open source tools for machine learning with big data in the Hadoop ecosystem","Journal of Big Data","","2","1","10.1186/s40537-015-0032-1","Sara LandsetTaghi M. KhoshgoftaarAaron N. RichterTawfiq Hasanin","2015","http://link.springer.com/article/10.1186/s40537-015-0032-1","Article"
"SeqWare Query Engine: storing and searching sequence data in the cloud","BMC Bioinformatics","","11","12","10.1186/1471-2105-11-S12-S2","Brian D O’ConnorBarry MerrimanStanley F Nelson","2010","http://link.springer.com/article/10.1186/1471-2105-11-S12-S2","Article"
"High throughput BLAST algorithm using spark and cassandra","The Journal of Supercomputing","","77","2","10.1007/s11227-020-03338-3","Fernando CoresFernando GuiradoJosep Lluis Lerida","2021","http://link.springer.com/article/10.1007/s11227-020-03338-3","Article"
"A framework for monitoring multiple databases in industries using OPC UA","Journal of Ambient Intelligence and Humanized Computing","","12","1","10.1007/s12652-020-02850-x","Selvine G. MathiasSebastian SchmiedDaniel Grossmann","2021","http://link.springer.com/article/10.1007/s12652-020-02850-x","Article"
"Big data monetization throughout Big Data Value Chain: a comprehensive review","Journal of Big Data","","7","1","10.1186/s40537-019-0281-5","Abou Zakaria FaroukhiImane El AlaouiYoussef GahiAouatif Amine","2020","http://link.springer.com/article/10.1186/s40537-019-0281-5","Article"
"Research on Attribute Dimension Partition Based on SVM Classifying and MapReduce","Wireless Personal Communications","","102","4","10.1007/s11277-018-5301-9","Wenbin ZhaoTongrang FanYongchuan NieFeng WuHou Wen","2018","http://link.springer.com/article/10.1007/s11277-018-5301-9","Article"
"An extra spatial hierarchical schema in key-value store","Cluster Computing","","22","3","10.1007/s10586-018-2270-4","Kun ZhengKang ZhengFalin FangMiao ZhangQi LiYanghui WangWenyu Zhao","2019","http://link.springer.com/article/10.1007/s10586-018-2270-4","Article"
"Review of social media analytics process and Big Data pipeline","Social Network Analysis and Mining","","8","1","10.1007/s13278-018-0507-0","Hiba SebeiMohamed Ali Hadj TaiebMohamed Ben Aouicha","2018","http://link.springer.com/article/10.1007/s13278-018-0507-0","Article"
"Generic multiset programming with discrimination-based joins and symbolic Cartesian products","Higher-Order and Symbolic Computation","","23","3","10.1007/s10990-011-9078-8","Fritz HengleinKen Friis Larsen","2010","http://link.springer.com/article/10.1007/s10990-011-9078-8","Article"
"A survey of RDF data management systems","Frontiers of Computer Science","","10","3","10.1007/s11704-016-5554-y","M. Tamer Özsu","2016","http://link.springer.com/article/10.1007/s11704-016-5554-y","Article"
"Lossless compaction of model execution traces","Software and Systems Modeling","","19","1","10.1007/s10270-019-00737-w","Fazilat HojajiBahman ZamaniAbdelwahab Hamou-LhadjTanja MayerhoferErwan Bousse","2020","http://link.springer.com/article/10.1007/s10270-019-00737-w","Article"
"GraphDBLP: a system for analysing networks of computer scientists through graph databases","Multimedia Tools and Applications","","77","14","10.1007/s11042-017-5503-2","Mario MezzanzanicaFabio MercorioMirko CesariniVincenzo MoscatoAntonio Picariello","2018","http://link.springer.com/article/10.1007/s11042-017-5503-2","Article"
"GraphLMI: A data driven system for exploring labor market information through graph databases","Multimedia Tools and Applications","","","","10.1007/s11042-020-09115-x","Anna GiabelliLorenzo MalandriFabio MercorioMario Mezzanzanica","2020","http://link.springer.com/article/10.1007/s11042-020-09115-x","Article"
"Special issue for data intensive eScience","Distributed and Parallel Databases","","30","5 - 6","10.1007/s10619-012-7107-1","Judy QiuDennis Gannon","2012","http://link.springer.com/article/10.1007/s10619-012-7107-1","Article"
"Performance overview of an artificial intelligence in biomedics: a systematic approach","International Journal of Information Technology","","12","3","10.1007/s41870-018-0243-8","Shashikant PatilKalpesh R. PatilChandragouda R. PatilSmit S. Patil","2020","http://link.springer.com/article/10.1007/s41870-018-0243-8","Article"
"Big data analytics in healthcare: promise and potential","Health Information Science and Systems","","2","1","10.1186/2047-2501-2-3","Wullianallur RaghupathiViju Raghupathi","2014","http://link.springer.com/article/10.1186/2047-2501-2-3","Article"
"Leveraging big data analytics in healthcare enhancement: trends, challenges and opportunities","Multimedia Systems","","","","10.1007/s00530-020-00736-8","Arshia RehmanSaeeda NazImran Razzak","2021","http://link.springer.com/article/10.1007/s00530-020-00736-8","Article"
"Performance analysis of an efficient object-based schema oriented data storage system handling health data","Innovations in Systems and Software Engineering","","16","1","10.1007/s11334-019-00354-2","Anindita Sarkar MondalSarmistha NeogyNandini MukherjeeSamiran Chattopadhyay","2020","http://link.springer.com/article/10.1007/s11334-019-00354-2","Article"
"On construction of an energy monitoring service using big data technology for the smart campus","Cluster Computing","","23","1","10.1007/s10586-019-02921-5","Chao-Tung YangShuo-Tsung ChenJung-Chun LiuRen-Hao LiuChing-Lung Chang","2020","http://link.springer.com/article/10.1007/s10586-019-02921-5","Article"
"Incremental join view maintenance on distributed log-structured storage","Frontiers of Computer Science","","15","4","10.1007/s11704-020-9310-y","Huichao DuanHuiqi HuWeining QianAoying Zhou","2021","http://link.springer.com/article/10.1007/s11704-020-9310-y","Article"
"A multi-granularity knowledge association model of geological text based on hypernetwork","Earth Science Informatics","","14","1","10.1007/s12145-020-00534-w","Can ZhuangWenjia LiZhong XieLiang Wu","2021","http://link.springer.com/article/10.1007/s12145-020-00534-w","Article"
"Data challenges of time domain astronomy","Distributed and Parallel Databases","","30","5 - 6","10.1007/s10619-012-7101-7","Matthew J. GrahamS. G. DjorgovskiAshish MahabalCiro DonalekAndrew DrakeGiuseppe Longo","2012","http://link.springer.com/article/10.1007/s10619-012-7101-7","Article"
"Bounded Evaluation: Querying Big Data with Bounded Resources","International Journal of Automation and Computing","","17","4","10.1007/s11633-020-1236-1","Yang CaoWen-Fei FanTeng-Fei Yuan","2020","http://link.springer.com/article/10.1007/s11633-020-1236-1","Article"
"Big Data 2.0 Processing Systems: Taxonomy and Open Challenges","Journal of Grid Computing","","14","3","10.1007/s10723-016-9371-1","Fuad BajaberRadwa ElshawiOmar BatarfiAbdulrahman AltalhiAhmed BarnawiSherif Sakr","2016","http://link.springer.com/article/10.1007/s10723-016-9371-1","Article"
"A UML Profile for the Design, Quality Assessment and Deployment of Data-intensive Applications","Software and Systems Modeling","","18","6","10.1007/s10270-019-00730-3","Diego Perez-PalacinJosé MerseguerJosé I. RequenoM. GuerrieroElisabetta Di NittoD. A. Tamburri","2019","http://link.springer.com/article/10.1007/s10270-019-00730-3","Article"
"Integration and management of sensor data for rainfall monitoring","SN Applied Sciences","","2","2","10.1007/s42452-020-2037-4","Eugênio Sper de AlmeidaMárcio Antônio Aparecido SantanaIvo Kenji KogaMarcos Paulo da SilvaPatrícia Lúcia de Oliveira GuimarãesLuciana Miura Sugawara","2020","http://link.springer.com/article/10.1007/s42452-020-2037-4","Article"
"Mobile clusters of single board computers: an option for providing resources to student projects and researchers","SpringerPlus","","5","1","10.1186/s40064-016-1981-3","Christian Baun","2016","http://link.springer.com/article/10.1186/s40064-016-1981-3","Article"
"AUDIT: approving and tracking updates with dependencies in collaborative databases","Distributed and Parallel Databases","","36","1","10.1007/s10619-017-7208-y","Khaleel MershadQutaibah M. MalluhiMourad OuzzaniMingjie TangMichael GribskovWalid G. Aref ","2018","http://link.springer.com/article/10.1007/s10619-017-7208-y","Article"
"Decorating the cloud: enabling annotation management in MapReduce","The VLDB Journal","","25","3","10.1007/s00778-016-0422-9","Yue LuYuguan LiMohamed Y. Eltabakh","2016","http://link.springer.com/article/10.1007/s00778-016-0422-9","Article"
"Cloud services integration for farm animals’ behavior studies based on smartphones as activity sensors","Journal of Ambient Intelligence and Humanized Computing","","10","12","10.1007/s12652-018-0845-9","Olivier DebaucheSaïd MahmoudiAndriamasinoro Lalaina Herinaina AndriamandrosoPierre MannebackJérôme BindelleFrédéric Lebeau","2019","http://link.springer.com/article/10.1007/s12652-018-0845-9","Article"
"Comparison of smart grid architectures for monitoring and analyzing power grid data via Modbus and REST","EURASIP Journal on Embedded Systems","","2017","1","10.1186/s13639-016-0045-7","Susanne KennerRaphael ThalerMarkus KuceraKlaus VolbertThomas Waas","2016","http://link.springer.com/article/10.1186/s13639-016-0045-7","Article"
"Multi-level semantic annotation and unified data integration using semantic web ontology in big data processing","Cluster Computing","","22","5","10.1007/s10586-017-1029-7","P. Shobha RaniR. M. SureshR. Sethukarasi","2019","http://link.springer.com/article/10.1007/s10586-017-1029-7","Article"
"GPU-Enabled Visual Analytics Framework for Big Transportation Datasets","Journal of Big Data Analytics in Transportation","","1","2 - 3","10.1007/s42421-019-00010-y","Yaw Adu-Gyamfi","2019","http://link.springer.com/article/10.1007/s42421-019-00010-y","Article"
"Efficient OR Hadoop: Why Not Both?","Datenbank-Spektrum","","13","1","10.1007/s13222-012-0111-9","Jens DittrichStefan RichterStefan Schuh","2013","http://link.springer.com/article/10.1007/s13222-012-0111-9","Article"
"Big data analytics: a survey","Journal of Big Data","","2","1","10.1186/s40537-015-0030-3","Chun-Wei TsaiChin-Feng LaiHan-Chieh ChaoAthanasios V. Vasilakos","2015","http://link.springer.com/article/10.1186/s40537-015-0030-3","Article"
"GenoVault: a cloud based genomics repository","BioData Mining","","14","1","10.1186/s13040-021-00268-5","Sankalp JainAmit SaxenaSuprit HesarurKirti BhadhadharaNeeraj BhartiSunitha Manjari KasibhatlaUddhavesh SonavaneRajendra Joshi","2021","http://link.springer.com/article/10.1186/s13040-021-00268-5","Article"
"HSACMA: a hierarchical scalable adaptive cloud monitoring architecture","Software Quality Journal","","28","3","10.1007/s11219-020-09524-z","Rui WangShi YingMeiyan LiShun Jia","2020","http://link.springer.com/article/10.1007/s11219-020-09524-z","Article"
"Big Data management in smart grid: concepts, requirements and implementation","Journal of Big Data","","4","1","10.1186/s40537-017-0070-y","Houda DakiAsmaa El HannaniAbdelhak AqqalAbdelfattah HaidineAziz Dahbi","2017","http://link.springer.com/article/10.1186/s40537-017-0070-y","Article"
"Data science for entrepreneurship research: studying demand dynamics for entrepreneurial skills in the Netherlands","Small Business Economics","","55","3","10.1007/s11187-019-00208-y","Jens PrüferPatricia Prüfer","2020","http://link.springer.com/article/10.1007/s11187-019-00208-y","Article"
